track_id,track_name,album_id,genre_id,duration_ms,popularity
1482,Roses Are Red - Original Version,2850,1,222747,2
1484,Roses Are Red - Original Version,5530,1,222747,2
1485,Roses Are Red - Original Version,5535,1,222747,2
1486,Roses Are Red - Original Version,5630,1,222747,2
1487,Roses Are Red - Original Version,5633,1,222747,2
1490,Roses Are Red - Original Version,6183,1,222747,2
1491,Roses Are Red - Original Version,6234,1,222747,2
1492,Roses Are Red - Original Version,6555,1,222747,2
1493,Roses Are Red - Original Version,6830,1,222747,2
1494,Roses Are Red - Original Version,6872,1,222747,2
1495,Roses Are Red - Original Version,8442,1,222747,2
1496,Roses Are Red - Original Version,8676,1,222747,2
1497,Roses Are Red - Original Version,8778,1,222747,2
1498,Roses Are Red - Original Version,9048,1,222747,2
1499,Roses Are Red - Original Version,9072,1,222747,2
1500,Roses Are Red - Original Version,9120,1,222747,2
1501,Roses Are Red - Original Version,9175,1,222747,2
1503,Roses Are Red - Original Version,9283,1,222747,2
1504,Roses Are Red - Original Version,9458,1,222747,2
1505,Roses Are Red - Original Version,9465,1,222747,2
1506,Roses Are Red - Original Version,9505,1,222747,2
1507,Roses Are Red - Original Version,9507,1,222747,2
1508,Roses Are Red - Original Version,9519,1,222747,2
1509,Roses Are Red - Original Version,9643,1,222747,2
1510,Roses Are Red - Original Version,9669,1,222747,2
1511,Roses Are Red - Original Version,9689,1,222747,2
1512,Roses Are Red - Original Version,9692,1,222747,2
1513,Roses Are Red - Original Version,9806,1,222747,2
1515,Roses Are Red - Original Version,10372,1,222747,2
1517,Roses Are Red - Original Version,10544,1,222747,2
1518,Roses Are Red - Original Version,10928,1,222747,2
1519,Roses Are Red - Original Version,11131,1,222747,2
1520,Roses Are Red - Original Version,11327,1,222747,2
1521,Roses Are Red - Original Version,11333,1,222747,2
1522,Roses Are Red - Original Version,11339,1,222747,2
1523,Roses Are Red - Original Version,11387,1,222747,2
1524,Roses Are Red - Original Version,11404,1,222747,2
1525,Roses Are Red - Original Version,12845,1,222747,2
1526,Roses Are Red - Original Version,12897,1,222747,2
1527,Roses Are Red - Original Version,12903,1,222747,2
1529,Roses Are Red - Original Version,14029,1,222747,2
1531,Roses Are Red - Original Version,15128,1,222747,2
1532,Roses Are Red - Original Version,16344,1,222747,2
1533,Roses Are Red - Original Version,16536,1,222747,2
1534,Roses Are Red - Original Version,16537,1,222747,2
1535,Roses Are Red - Original Version,16624,1,222747,2
1536,Roses Are Red - Original Version,16641,1,222747,2
1537,Roses Are Red - Original Version,16664,1,222747,2
1538,Roses Are Red - Original Version,16793,1,222747,2
1545,I Want You Back - Radio Edit,781,1,202107,54
2137,Something Just Like This,1170,1,247627,76
2158,Don't Let Me Down,1187,1,208373,81
2326,Takeaway (feat. Lennon Stella),81,1,209893,67
2374,No Sleep (feat. Bonn),110,1,207095,76
2380,Mistaken (feat. Alex Aris),549,1,282481,68
2399,High On Life (feat. Bonn),326,1,230762,77
2544,Gold,16406,1,193653,43
2547,Gold,16448,1,193653,43
2707,Takeaway,72,1,209880,85
2708,Takeaway,521,1,209880,85
2894,Closer (feat. Halsey),135,1,244960,85
3114,"You're Gonna Go Far, Kid",1642,1,177827,77
3203,Don't Stop Me Now - 2011 Mix,1704,1,209413,75
3214,Paradise City,1709,1,406307,16
3293,Push My Luck,523,1,181844,66
3454,Hotline Bling,1865,1,267187,0
3455,Hotline Bling,2386,1,267187,0
3468,Together - Extended Mix,18691,1,264011,11
3588,Poison,18660,1,202907,60
3958,Don't Let Me Down,1187,1,208373,81
3960,Closer (feat. Halsey),135,1,244960,85
3967,One Dance,1865,1,173987,20
3968,One Dance,2386,1,173987,20
3979,Something Just Like This,1170,1,247627,76
4044,Too Good,1865,1,263373,12
4045,Too Good,2386,1,263373,12
4077,Scared to Be Lonely,139,1,220883,81
4105,This Feeling (feat. Kelsea Ballerini),2151,1,199227,22
4132,High On Life (feat. Bonn),326,1,230762,77
4141,Hope,488,1,180120,74
4142,Hope,2164,1,180120,74
4143,Hope,16193,1,180120,74
4193,Who Do You Love,584,1,226747,23
4219,Best I Ever Had,2202,1,258760,72
4226,No Sleep (feat. Bonn),110,1,207095,76
4243,In the Name of Love,362,1,195707,80
4277,Roses,152,1,226739,73
4282,One Dance,2235,1,173975,12
4331,Hotline Bling,2247,1,267024,10
4416,Roses,2269,1,225813,63
4417,Something Just Like This,146,1,247160,83
4418,Closer,2270,1,245507,62
4509,All We Know,2293,1,194080,70
4519,So Far Away (feat. Jamie Scott & Romy Dya),2296,1,183637,72
4523,Ocean (feat. Khalid),2297,1,216420,76
4527,One Dance,1865,1,173987,83
4528,One Dance,2386,1,173987,83
4547,Do You Mean (feat. Ty Dolla $ign & bülow),538,1,193176,17
4599,There for You,2325,1,221904,74
4606,Together,2327,1,221274,61
4684,In My Feelings,2359,1,217925,83
4686,God's Plan,2359,1,198973,86
4737,One Dance,1865,1,173987,68
4738,One Dance,2386,1,173987,68
4741,Passionfruit,2387,1,298941,15
4751,Controlla,1865,1,245227,73
4752,Controlla,2386,1,245227,73
4808,All That She Wants - Remastered,736,1,211213,16
4809,The Sign,2406,1,191240,68
5063,Heroes (we could be),498,1,210013,73
5065,Heroes (we could be),6257,1,210013,73
5069,Heroes (we could be),16604,1,210013,73
5087,Forbidden Voices,2587,1,230635,64
5133,No Me Importa Nada,18708,1,222960,24
5272,Just Like Heaven,2718,1,212827,13
5285,Immaculate Fools,2729,1,270667,0
5289,Boys Don't Cry,2729,1,160413,0
5434,Radio Ga Ga,2841,1,349133,3
5437,Dancing in the Dark,2843,1,242533,9
5448,Free Fallin',741,1,255680,5
5450,Free Fallin',2850,1,255680,5
5452,Free Fallin',5530,1,255680,5
5453,Free Fallin',5535,1,255680,5
5454,Free Fallin',5630,1,255680,5
5455,Free Fallin',5633,1,255680,5
5458,Free Fallin',6183,1,255680,5
5459,Free Fallin',6234,1,255680,5
5460,Free Fallin',6555,1,255680,5
5461,Free Fallin',6830,1,255680,5
5462,Free Fallin',6872,1,255680,5
5463,Free Fallin',8442,1,255680,5
5464,Free Fallin',8676,1,255680,5
5465,Free Fallin',8778,1,255680,5
5466,Free Fallin',9048,1,255680,5
5467,Free Fallin',9072,1,255680,5
5468,Free Fallin',9120,1,255680,5
5469,Free Fallin',9175,1,255680,5
5471,Free Fallin',9283,1,255680,5
5472,Free Fallin',9458,1,255680,5
5473,Free Fallin',9465,1,255680,5
5474,Free Fallin',9505,1,255680,5
5475,Free Fallin',9507,1,255680,5
5476,Free Fallin',9519,1,255680,5
5477,Free Fallin',9643,1,255680,5
5478,Free Fallin',9669,1,255680,5
5479,Free Fallin',9689,1,255680,5
5480,Free Fallin',9692,1,255680,5
5481,Free Fallin',9806,1,255680,5
5483,Free Fallin',10372,1,255680,5
5485,Free Fallin',10544,1,255680,5
5486,Free Fallin',10928,1,255680,5
5487,Free Fallin',11131,1,255680,5
5488,Free Fallin',11327,1,255680,5
5489,Free Fallin',11333,1,255680,5
5490,Free Fallin',11339,1,255680,5
5491,Free Fallin',11387,1,255680,5
5492,Free Fallin',11404,1,255680,5
5493,Free Fallin',12845,1,255680,5
5494,Free Fallin',12897,1,255680,5
5495,Free Fallin',12903,1,255680,5
5497,Free Fallin',14029,1,255680,5
5499,Free Fallin',15128,1,255680,5
5500,Free Fallin',16344,1,255680,5
5501,Free Fallin',16536,1,255680,5
5502,Free Fallin',16537,1,255680,5
5503,Free Fallin',16624,1,255680,5
5504,Free Fallin',16641,1,255680,5
5505,Free Fallin',16664,1,255680,5
5506,Free Fallin',16793,1,255680,5
5512,Tell It to My Heart,9107,1,220227,56
5520,Manic Monday,741,1,184893,48
5522,Manic Monday,2850,1,184893,48
5524,Manic Monday,5530,1,184893,48
5525,Manic Monday,5535,1,184893,48
5526,Manic Monday,5630,1,184893,48
5527,Manic Monday,5633,1,184893,48
5530,Manic Monday,6183,1,184893,48
5531,Manic Monday,6234,1,184893,48
5532,Manic Monday,6555,1,184893,48
5533,Manic Monday,6830,1,184893,48
5534,Manic Monday,6872,1,184893,48
5535,Manic Monday,8442,1,184893,48
5536,Manic Monday,8676,1,184893,48
5537,Manic Monday,8778,1,184893,48
5538,Manic Monday,9048,1,184893,48
5539,Manic Monday,9072,1,184893,48
5540,Manic Monday,9120,1,184893,48
5541,Manic Monday,9175,1,184893,48
5543,Manic Monday,9283,1,184893,48
5544,Manic Monday,9458,1,184893,48
5545,Manic Monday,9465,1,184893,48
5546,Manic Monday,9505,1,184893,48
5547,Manic Monday,9507,1,184893,48
5548,Manic Monday,9519,1,184893,48
5549,Manic Monday,9643,1,184893,48
5550,Manic Monday,9669,1,184893,48
5551,Manic Monday,9689,1,184893,48
5552,Manic Monday,9692,1,184893,48
5553,Manic Monday,9806,1,184893,48
5555,Manic Monday,10372,1,184893,48
5557,Manic Monday,10544,1,184893,48
5558,Manic Monday,10928,1,184893,48
5559,Manic Monday,11131,1,184893,48
5560,Manic Monday,11327,1,184893,48
5561,Manic Monday,11333,1,184893,48
5562,Manic Monday,11339,1,184893,48
5563,Manic Monday,11387,1,184893,48
5564,Manic Monday,11404,1,184893,48
5565,Manic Monday,12845,1,184893,48
5566,Manic Monday,12897,1,184893,48
5567,Manic Monday,12903,1,184893,48
5569,Manic Monday,14029,1,184893,48
5571,Manic Monday,15128,1,184893,48
5572,Manic Monday,16344,1,184893,48
5573,Manic Monday,16536,1,184893,48
5574,Manic Monday,16537,1,184893,48
5575,Manic Monday,16624,1,184893,48
5576,Manic Monday,16641,1,184893,48
5577,Manic Monday,16664,1,184893,48
5578,Manic Monday,16793,1,184893,48
5596,Every Breath You Take,2867,1,251573,67
5607,All Night Long (All Night) - Single Version,16420,1,260427,36
5616,Welcome To The Jungle,1709,1,272027,78
5621,Sweet Child O' Mine,1709,1,354520,82
5629,Boys Don't Cry,2885,1,155973,73
5658,The Lady In Red,12898,1,256488,14
5845,Young,146,1,224773,65
5853,Now That I've Found You,517,1,192632,57
5903,Hello,10182,1,281430,25
5944,Hotline Bling,2247,1,267024,9
6049,High Hopes - filous Remix,18623,1,282427,51
6337,Gold,16406,1,225882,61
6340,Gold,16448,1,225882,61
6492,Just the Two of Us (feat. Bill Withers),8807,1,237106,66
6666,Access,21720,1,171853,31
6688,Everything,16485,1,148571,14
6858,Heart,8535,1,195361,59
6977,Closer (feat. Halsey),135,1,244960,85
6986,All We Know,2293,1,194080,70
7065,Kanye,3668,1,229947,60
7133,One Dance,1865,1,173987,68
7134,One Dance,2386,1,173987,68
7135,Takeaway (feat. Lennon Stella),81,1,209893,67
7146,Call You Mine,72,1,217653,39
7147,Call You Mine,521,1,217653,39
7177,No Sleep (feat. Bonn),110,1,207095,76
7179,Who Do You Love,584,1,226747,23
7208,There for You,2325,1,221904,74
7279,Push My Luck - Famba Remix,3748,1,178067,59
7365,Roses,152,1,226739,73
7382,Don't Let Me Down,1187,1,208373,81
7643,Galaxy,10955,1,262703,29
8297,Gold,16406,1,203080,0
8300,Gold,16448,1,203080,0
8313,Animals,18699,1,221000,10
8314,Animals,19380,1,221000,10
8315,Animals,19936,1,221000,10
8316,Animals,21852,1,221000,10
8783,Pizza,18620,2,212079,61
8912,Behind Barz - Bonus,4733,2,163121,77
9020,Best I Ever Had,2202,2,258760,72
9088,Over,4858,2,233560,63
9091,"I Need a Girl, Pt. 2 (feat. Loon, Ginuwine & Mario Winans)",7139,2,285587,67
9099,Ambitionz Az A Ridah,4864,2,278387,77
9142,Money In The Grave (Drake ft. Rick Ross),4887,2,205427,88
9206,God's Plan,4929,2,198960,17
9234,Nice For What,4950,2,210926,18
9245,Back To Back,4959,2,170638,69
9251,Jumpman,4963,2,205879,75
9258,Forever,4968,2,357347,67
9283,Nonstop,2359,2,238613,13
9363,Professor X,4733,2,217705,63
9370,Behind Barz - Bonus,5052,2,163121,74
9679,Forever,498,2,172245,72
9681,Forever,6257,2,172245,72
9685,Forever,16604,2,172245,72
10064,On My Block,5529,2,214533,1
10066,Now I Feel Ya,741,2,452836,33
10068,Now I Feel Ya,2850,2,452836,33
10070,Now I Feel Ya,5530,2,452836,33
10071,Now I Feel Ya,5535,2,452836,33
10072,Now I Feel Ya,5630,2,452836,33
10073,Now I Feel Ya,5633,2,452836,33
10076,Now I Feel Ya,6183,2,452836,33
10077,Now I Feel Ya,6234,2,452836,33
10078,Now I Feel Ya,6555,2,452836,33
10079,Now I Feel Ya,6830,2,452836,33
10080,Now I Feel Ya,6872,2,452836,33
10081,Now I Feel Ya,8442,2,452836,33
10082,Now I Feel Ya,8676,2,452836,33
10083,Now I Feel Ya,8778,2,452836,33
10084,Now I Feel Ya,9048,2,452836,33
10085,Now I Feel Ya,9072,2,452836,33
10086,Now I Feel Ya,9120,2,452836,33
10087,Now I Feel Ya,9175,2,452836,33
10089,Now I Feel Ya,9283,2,452836,33
10090,Now I Feel Ya,9458,2,452836,33
10091,Now I Feel Ya,9465,2,452836,33
10092,Now I Feel Ya,9505,2,452836,33
10093,Now I Feel Ya,9507,2,452836,33
10094,Now I Feel Ya,9519,2,452836,33
10095,Now I Feel Ya,9643,2,452836,33
10096,Now I Feel Ya,9669,2,452836,33
10097,Now I Feel Ya,9689,2,452836,33
10098,Now I Feel Ya,9692,2,452836,33
10099,Now I Feel Ya,9806,2,452836,33
10101,Now I Feel Ya,10372,2,452836,33
10103,Now I Feel Ya,10544,2,452836,33
10104,Now I Feel Ya,10928,2,452836,33
10105,Now I Feel Ya,11131,2,452836,33
10106,Now I Feel Ya,11327,2,452836,33
10107,Now I Feel Ya,11333,2,452836,33
10108,Now I Feel Ya,11339,2,452836,33
10109,Now I Feel Ya,11387,2,452836,33
10110,Now I Feel Ya,11404,2,452836,33
10111,Now I Feel Ya,12845,2,452836,33
10112,Now I Feel Ya,12897,2,452836,33
10113,Now I Feel Ya,12903,2,452836,33
10115,Now I Feel Ya,14029,2,452836,33
10117,Now I Feel Ya,15128,2,452836,33
10118,Now I Feel Ya,16344,2,452836,33
10119,Now I Feel Ya,16536,2,452836,33
10120,Now I Feel Ya,16537,2,452836,33
10121,Now I Feel Ya,16624,2,452836,33
10122,Now I Feel Ya,16641,2,452836,33
10123,Now I Feel Ya,16664,2,452836,33
10124,Now I Feel Ya,16793,2,452836,33
10133,California Love - Original Version,741,2,284907,63
10135,California Love - Original Version,2850,2,284907,63
10137,California Love - Original Version,5530,2,284907,63
10138,California Love - Original Version,5535,2,284907,63
10139,California Love - Original Version,5630,2,284907,63
10140,California Love - Original Version,5633,2,284907,63
10143,California Love - Original Version,6183,2,284907,63
10144,California Love - Original Version,6234,2,284907,63
10145,California Love - Original Version,6555,2,284907,63
10146,California Love - Original Version,6830,2,284907,63
10147,California Love - Original Version,6872,2,284907,63
10148,California Love - Original Version,8442,2,284907,63
10149,California Love - Original Version,8676,2,284907,63
10150,California Love - Original Version,8778,2,284907,63
10151,California Love - Original Version,9048,2,284907,63
10152,California Love - Original Version,9072,2,284907,63
10153,California Love - Original Version,9120,2,284907,63
10154,California Love - Original Version,9175,2,284907,63
10156,California Love - Original Version,9283,2,284907,63
10157,California Love - Original Version,9458,2,284907,63
10158,California Love - Original Version,9465,2,284907,63
10159,California Love - Original Version,9505,2,284907,63
10160,California Love - Original Version,9507,2,284907,63
10161,California Love - Original Version,9519,2,284907,63
10162,California Love - Original Version,9643,2,284907,63
